brand,model,price_usd,rating,sentiment,battery_life_rating,camera_rating,performance_rating,design_rating,display_rating,helpful_votes,cluster,age,country,verified_purchase,source
Motorola,Moto G Power,427.11,1,Negative,1,1,1,2,2,2,0,36,Brazil,True,AliExpress
Xiaomi,Mi 13 Pro,577.57,5,Positive,5,4,5,5,4,9,1,29,Germany,True,Amazon
Apple,iPhone 13,908.7,3,Neutral,2,4,3,2,2,2,0,34,UAE,True,Amazon
Samsung,Galaxy Note 20,1014.29,1,Negative,1,1,1,1,1,2,0,25,Brazil,True,eBay
Xiaomi,Mi 13 Pro,545.23,2,Positive,3,1,1,1,1,5,0,44,UAE,True,Flipkart
Xiaomi,Poco X6,404.89,2,Neutral,1,1,3,1,2,1,0,29,UAE,True,Flipkart
Motorola,Moto G Power,348.62,1,Negative,1,1,2,1,1,2,0,44,USA,True,AliExpress
Google,Pixel 8,502.27,1,Negative,3,1,2,2,1,1,0,18,Germany,True,BestBuy
Google,Pixel 8,1012.78,3,Neutral,5,5,5,5,4,4,1,36,UK,False,Amazon
Google,Pixel 7a,969.97,3,Neutral,5,4,5,4,5,4,1,42,UAE,True,Amazon
Samsung,Galaxy A55,1095.69,2,Neutral,1,3,1,3,1,1,0,18,Germany,True,eBay
Motorola,Edge 50,748.88,4,Positive,3,2,3,2,5,6,1,32,Germany,True,BestBuy
Google,Pixel 6,537.08,4,Positive,5,1,3,3,3,6,1,28,UAE,True,BestBuy
Realme,Realme 12 Pro,470.08,3,Positive,2,3,3,3,2,3,1,28,UAE,True,Amazon
Realme,Realme Narzo 70,269.77,2,Negative,2,3,2,1,1,2,0,31,Brazil,True,eBay
Apple,iPhone 14,1450.08,4,Positive,4,3,3,3,4,3,1,18,USA,False,eBay
Xiaomi,Poco X6,607.8,5,Positive,5,3,3,4,5,8,1,25,Canada,True,BestBuy
Motorola,Edge 50,781.6,1,Neutral,1,2,1,1,1,5,0,29,UK,True,Amazon
Xiaomi,Mi 13 Pro,290.15,4,Positive,4,4,3,4,5,9,1,18,Brazil,True,Flipkart
OnePlus,OnePlus 12,697.67,2,Neutral,1,4,1,2,2,4,0,43,UK,False,AliExpress
Apple,iPhone 15 Pro,870.77,2,Neutral,2,2,2,2,2,3,0,43,India,True,AliExpress
Samsung,Galaxy S24,902.18,5,Positive,3,3,3,5,5,8,1,50,USA,True,Amazon
OnePlus,OnePlus 12,562.67,5,Positive,4,5,5,3,5,7,1,22,Canada,False,eBay
Realme,Realme 12 Pro,391.07,3,Neutral,2,2,2,3,2,6,0,23,USA,False,eBay
Realme,Realme Narzo 70,411.58,4,Positive,4,3,2,2,3,7,1,30,Germany,True,Flipkart
OnePlus,OnePlus 11R,962.87,2,Negative,1,1,1,1,1,0,0,22,Germany,False,BestBuy
Google,Pixel 6,1091.97,3,Positive,2,2,1,3,1,2,0,36,Australia,True,BestBuy
Motorola,Razr 40,646.1,3,Positive,3,2,2,1,1,3,0,38,USA,True,Flipkart
OnePlus,OnePlus 11R,693.64,4,Positive,2,5,3,3,2,4,1,34,UK,True,eBay
Xiaomi,Mi 13 Pro,635.04,3,Neutral,2,2,1,1,3,2,0,27,UK,True,Amazon
Realme,Realme 12 Pro,217.44,3,Neutral,4,2,3,3,2,2,0,49,Canada,True,Amazon
Xiaomi,Redmi Note 13,584.19,1,Negative,1,1,2,1,1,2,0,18,Germany,True,BestBuy
Samsung,Galaxy Note 20,603.83,2,Negative,2,1,2,2,2,1,0,27,Germany,True,BestBuy
OnePlus,OnePlus Nord 3,839.84,3,Neutral,2,4,2,1,2,3,0,20,Brazil,True,BestBuy
Realme,Realme Narzo 70,259.93,1,Negative,1,1,1,1,1,1,0,18,Canada,True,BestBuy
Samsung,Galaxy Note 20,959.68,3,Positive,2,2,4,3,2,5,1,26,USA,True,eBay
Google,Pixel 7a,672.58,4,Positive,4,2,2,3,3,5,1,18,UAE,True,AliExpress
Xiaomi,Mi 13 Pro,359.95,4,Positive,5,4,3,4,3,2,1,26,UAE,True,eBay
OnePlus,OnePlus 12,547.17,1,Neutral,1,1,1,1,1,2,0,41,India,False,Amazon
OnePlus,OnePlus 12,398.57,3,Positive,2,3,2,3,2,7,1,24,India,True,Flipkart
Realme,Realme Narzo 70,374.68,3,Neutral,5,5,5,4,5,8,1,32,Germany,True,AliExpress
Realme,Realme Narzo 70,567.01,3,Positive,3,2,4,2,2,4,1,18,USA,True,Amazon
OnePlus,OnePlus 11R,916.94,4,Positive,5,3,4,3,3,5,1,18,UAE,False,Amazon
Google,Pixel 7a,514.65,3,Positive,2,4,4,2,2,3,1,39,UK,True,BestBuy
Realme,Realme Narzo 70,243.07,3,Neutral,1,1,1,2,1,0,0,28,Canada,True,AliExpress
Xiaomi,Poco X6,374.95,4,Positive,2,3,4,2,3,3,1,31,Brazil,False,Amazon
Google,Pixel 6,558.9,2,Neutral,2,3,3,2,3,1,0,28,Brazil,True,Flipkart
Apple,iPhone 15 Pro,1320.6,1,Negative,3,1,1,1,1,2,0,33,Germany,True,AliExpress
Realme,Realme 12 Pro,289.46,3,Neutral,5,3,5,5,5,4,1,39,Germany,True,eBay
Xiaomi,Mi 13 Pro,312.82,4,Positive,4,4,3,3,5,2,1,23,Germany,False,Amazon
Samsung,Galaxy S24,420.11,5,Positive,5,4,5,4,4,7,1,45,India,True,Flipkart
Google,Pixel 8,652.98,3,Neutral,2,1,3,3,2,2,0,18,UAE,True,BestBuy
Motorola,Edge 50,403.02,1,Neutral,2,1,1,1,2,1,0,20,Australia,True,store
Motorola,Edge 50,406.82,5,Positive,5,4,3,5,5,6,1,44,Canada,True,Flipkart
Google,Pixel 7a,570.18,2,Neutral,2,3,3,1,3,1,0,39,Brazil,True,AliExpress
OnePlus,OnePlus 12,755.98,2,Neutral,2,1,1,3,1,2,0,18,USA,True,AliExpress
Xiaomi,Poco X6,567.5,4,Positive,4,5,2,4,4,2,1,27,India,True,eBay
Samsung,Galaxy Z Flip,917.9,1,Negative,1,1,2,1,1,2,0,45,Canada,True,Flipkart
Google,Pixel 7a,732.81,3,Neutral,5,3,3,3,3,5,1,27,USA,True,Amazon
Google,Pixel 6,772.54,2,Neutral,3,1,3,2,1,2,0,35,Canada,True,Flipkart
Motorola,Edge 50,266.4,1,Neutral,1,3,1,1,1,5,0,49,Germany,True,Amazon
Google,Pixel 7a,636.53,5,Positive,4,5,5,4,5,0,1,32,Australia,False,Amazon
Apple,iPhone SE,1011.95,2,Neutral,1,2,3,1,1,3,0,31,UAE,False,AliExpress
OnePlus,OnePlus 11R,922.87,2,Negative,3,2,1,2,2,1,0,30,Australia,True,Amazon
OnePlus,OnePlus 11R,408.61,1,Negative,1,1,1,1,1,1,0,44,UAE,True,AliExpress
Apple,iPhone 13,1250.36,3,Neutral,2,4,3,4,3,6,1,18,India,True,Flipkart
OnePlus,OnePlus Nord 3,705.43,4,Positive,3,4,3,4,4,7,1,22,USA,False,BestBuy
Apple,iPhone 15 Pro,998.62,3,Neutral,2,3,2,3,2,6,0,23,Brazil,False,Amazon
Xiaomi,Redmi Note 13,313.96,4,Positive,3,5,3,5,3,9,1,18,USA,True,Amazon
Google,Pixel 7a,869.65,4,Positive,5,3,3,4,4,7,1,23,Canada,True,Flipkart
Xiaomi,Mi 13 Pro,525.28,3,Positive,2,2,1,2,3,9,1,41,Canada,True,BestBuy
Motorola,Moto G Power,389.59,3,Neutral,5,5,5,5,5,2,1,27,Canada,False,Amazon
Google,Pixel 6,1060.22,4,Positive,2,4,3,5,2,3,1,35,Germany,True,Flipkart
Motorola,Moto G Power,281.07,1,Negative,1,1,1,1,1,0,0,18,UK,True,eBay
Google,Pixel 6,669.14,4,Positive,4,3,5,5,4,0,1,26,India,True,Amazon
Samsung,Galaxy Note 20,684.35,4,Positive,4,5,4,5,4,6,1,26,UK,True,AliExpress
Apple,iPhone 14,746.57,2,Negative,1,3,1,3,1,2,0,24,Canada,True,Flipkart
Samsung,Galaxy S24,625.17,3,Positive,2,1,4,2,1,4,0,43,Germany,True,store
Apple,iPhone 15 Pro,1289.4,5,Positive,4,4,4,5,3,6,1,27,UK,True,Flipkart
Xiaomi,Redmi Note 13,548.41,2,Neutral,1,2,1,1,1,1,0,25,Australia,True,AliExpress
Realme,Realme Narzo 70,421.93,2,Negative,1,3,1,1,2,4,0,18,Brazil,True,Amazon
OnePlus,OnePlus Nord 3,430.45,4,Positive,3,3,3,2,2,2,1,34,Brazil,True,Amazon
Realme,Realme 12 Pro,255.1,3,Negative,2,3,5,3,2,1,0,35,Germany,True,AliExpress
Google,Pixel 6,840.75,4,Positive,3,3,1,2,2,2,0,18,India,True,eBay
Realme,Realme 12 Pro,377.52,3,Positive,2,2,4,3,2,4,1,29,UK,True,eBay
Motorola,Edge 50,588.04,4,Positive,4,3,5,2,3,5,1,18,UAE,True,Flipkart
Samsung,Galaxy Z Flip,524.04,1,Neutral,1,1,1,1,1,0,0,42,Canada,True,AliExpress
Apple,iPhone 14,1433.65,3,Positive,3,5,1,1,1,6,1,31,Brazil,True,AliExpress
Motorola,Razr 40,630.39,2,Negative,1,2,1,3,1,2,0,34,UK,True,BestBuy
Motorola,Edge 50,642.18,4,Positive,4,2,5,4,4,3,1,22,Australia,True,AliExpress
Google,Pixel 6,860.15,5,Positive,5,3,5,3,5,0,1,27,Germany,True,BestBuy
Apple,iPhone 15 Pro,837.41,2,Neutral,3,1,1,3,2,3,0,18,Canada,True,Amazon
Motorola,Edge 50,447.33,4,Neutral,2,5,3,2,2,0,0,39,Australia,True,AliExpress
Samsung,Galaxy Z Flip,564.96,3,Positive,3,1,3,3,3,3,1,31,Australia,True,eBay
Xiaomi,Poco X6,548.76,5,Positive,5,4,4,5,5,3,1,28,Brazil,True,store
Xiaomi,Poco X6,606.39,1,Negative,1,1,1,1,1,3,0,46,Australia,True,BestBuy
OnePlus,OnePlus 12,657.88,3,Neutral,4,4,3,3,3,9,1,36,Germany,True,BestBuy
OnePlus,OnePlus 12,967.35,2,Neutral,1,1,1,1,3,1,0,36,Brazil,True,Amazon
Apple,iPhone 15 Pro,1086.33,1,Negative,1,1,2,1,1,3,0,31,USA,True,AliExpress
Samsung,Galaxy Note 20,980.03,4,Positive,3,3,5,4,5,2,1,18,Australia,True,Flipkart
Realme,Realme Narzo 70,363.67,4,Positive,4,1,4,3,4,2,1,20,India,True,eBay
Google,Pixel 6,829.53,3,Positive,3,3,2,4,3,3,1,27,Australia,False,eBay
OnePlus,OnePlus 12,490.02,4,Positive,4,3,5,4,5,5,1,36,Australia,False,Flipkart
Realme,Realme 12 Pro,232.19,3,Neutral,4,5,5,3,4,6,1,25,Germany,True,Flipkart
OnePlus,OnePlus Nord 3,592.52,3,Neutral,2,5,2,3,2,2,0,22,UAE,False,Flipkart
Google,Pixel 8,649.34,4,Positive,2,4,3,3,3,4,1,49,Brazil,False,eBay
Realme,Realme Narzo 70,487.97,3,Neutral,2,2,3,1,3,1,0,30,Brazil,True,BestBuy
Xiaomi,Mi 13 Pro,353.32,3,Negative,1,2,4,2,1,3,0,18,Australia,True,eBay
Realme,Realme 12 Pro,282.99,2,Negative,1,2,1,1,1,3,0,39,Brazil,True,AliExpress
OnePlus,OnePlus 12,587.31,2,Negative,1,2,1,1,2,2,0,38,UK,True,Amazon
Realme,Realme Narzo 70,589.08,1,Negative,1,1,3,1,1,1,0,39,UAE,True,Amazon
Motorola,Razr 40,524.68,3,Neutral,5,4,3,4,3,8,1,32,UAE,True,eBay
OnePlus,OnePlus 12,765.79,3,Positive,3,3,1,3,3,4,1,27,Germany,True,BestBuy
OnePlus,OnePlus Nord 3,675.71,4,Positive,3,3,4,3,4,5,1,18,India,True,AliExpress
Realme,Realme 12 Pro,409.74,3,Neutral,1,2,4,2,2,4,0,28,Germany,True,Amazon
Apple,iPhone 14,1012.02,4,Positive,3,2,3,4,3,4,1,23,Germany,True,eBay
Samsung,Galaxy A55,1199.04,4,Positive,2,4,4,4,4,6,1,18,Australia,True,Flipkart
OnePlus,OnePlus 11R,593.64,2,Neutral,1,3,1,2,1,1,0,26,India,True,eBay
Motorola,Razr 40,767.47,5,Positive,4,5,5,4,5,5,1,21,UAE,False,AliExpress
OnePlus,OnePlus Nord 3,650.3,5,Positive,5,4,5,5,4,4,1,50,Canada,True,BestBuy
Xiaomi,Redmi Note 13,550.09,3,Positive,2,3,2,3,2,5,1,31,Germany,False,AliExpress
Realme,Realme 12 Pro,588.27,5,Positive,4,4,3,4,4,5,1,25,Australia,True,BestBuy
Google,Pixel 7a,893.63,3,Positive,3,1,2,3,3,2,0,49,UAE,True,AliExpress
OnePlus,OnePlus 12,350.54,4,Neutral,4,4,4,3,3,1,1,29,UAE,True,Amazon
Xiaomi,Mi 13 Pro,591.41,5,Positive,5,3,2,4,5,4,1,35,USA,True,BestBuy
Samsung,Galaxy S24,913.36,3,Positive,3,2,2,3,1,6,1,34,India,True,Flipkart
Motorola,Razr 40,657.72,3,Negative,4,3,1,2,2,2,0,18,UK,False,AliExpress
Google,Pixel 8,521.69,4,Positive,5,2,4,4,3,4,1,18,USA,True,store
Realme,Realme 12 Pro,584.4,2,Neutral,1,1,3,1,3,0,0,34,India,True,AliExpress
OnePlus,OnePlus 11R,829.2,1,Negative,1,1,1,1,1,2,0,32,UAE,True,Amazon
Xiaomi,Mi 13 Pro,684.51,4,Neutral,2,3,2,3,3,1,0,30,USA,True,BestBuy
Xiaomi,Poco X6,423.42,4,Positive,3,4,1,3,3,9,1,20,Brazil,False,AliExpress
Samsung,Galaxy S24,1035.3,3,Neutral,4,4,4,3,3,7,1,36,Australia,True,BestBuy
Xiaomi,Redmi Note 13,206.54,4,Positive,4,4,5,4,4,6,1,28,UK,False,BestBuy
Samsung,Galaxy S24,1077.72,1,Negative,1,1,1,1,1,0,0,22,India,True,Amazon
Xiaomi,Poco X6,541.74,4,Neutral,3,3,4,3,4,4,1,26,Canada,False,Amazon
Xiaomi,Mi 13 Pro,427.28,2,Negative,1,3,4,3,2,3,0,28,Australia,False,AliExpress
OnePlus,OnePlus Nord 3,487.56,4,Positive,4,3,3,4,3,6,1,34,Canada,False,AliExpress
Motorola,Razr 40,412.59,3,Positive,2,2,4,1,2,3,0,21,UK,True,BestBuy
Xiaomi,Redmi Note 13,381.91,4,Positive,3,3,3,4,5,2,1,38,India,True,Amazon
Realme,Realme 12 Pro,349.98,1,Negative,1,1,2,1,1,2,0,37,India,False,AliExpress
Realme,Realme 12 Pro,382.96,1,Negative,2,4,1,1,1,3,0,33,Australia,True,Flipkart
Samsung,Galaxy S24,416.47,1,Negative,1,1,1,1,1,0,0,23,UAE,True,Amazon
Motorola,Razr 40,269.48,3,Positive,3,4,3,2,2,9,1,36,UAE,False,AliExpress
Google,Pixel 6,894.04,3,Neutral,2,3,2,3,3,2,0,33,India,True,Amazon
Realme,Realme 12 Pro,506.36,4,Positive,4,4,3,3,4,5,1,19,UAE,True,BestBuy
Xiaomi,Mi 13 Pro,279.66,3,Neutral,1,1,2,1,1,2,0,19,India,True,AliExpress
Google,Pixel 6,861.31,4,Positive,4,5,2,4,4,0,1,29,UK,True,Amazon
Apple,iPhone SE,1093.8,3,Negative,2,1,3,3,3,1,0,48,USA,True,BestBuy
Motorola,Razr 40,454.16,1,Neutral,2,1,1,1,2,2,0,36,UAE,True,Amazon
Xiaomi,Mi 13 Pro,561.45,2,Neutral,1,1,1,2,1,1,0,37,UK,False,BestBuy
Xiaomi,Mi 13 Pro,411.83,5,Positive,5,5,5,4,4,7,1,28,Brazil,True,eBay
Apple,iPhone SE,1159.67,1,Neutral,1,1,1,4,1,1,0,40,India,False,AliExpress
Apple,iPhone 14,876.36,3,Neutral,3,4,3,3,4,1,1,39,Canada,True,Amazon
Xiaomi,Poco X6,631.38,5,Neutral,5,5,3,3,3,1,1,31,UK,True,Amazon
Motorola,Moto G Power,548.54,5,Positive,5,5,5,4,2,3,1,35,Germany,True,Flipkart
Apple,iPhone SE,1150.99,1,Negative,1,2,1,2,1,1,0,23,India,False,AliExpress
Xiaomi,Poco X6,540.37,3,Neutral,2,2,2,3,1,4,0,29,Brazil,True,eBay
Realme,Realme 12 Pro,503.88,2,Negative,1,3,4,1,1,2,0,18,India,False,AliExpress
Samsung,Galaxy Note 20,963.91,5,Positive,5,5,4,5,4,9,1,29,Australia,True,BestBuy
Motorola,Razr 40,302.3,4,Positive,4,2,4,3,2,9,1,23,UAE,True,store
Xiaomi,Mi 13 Pro,429.52,5,Positive,3,5,5,2,4,3,1,31,UK,True,Flipkart
Xiaomi,Mi 13 Pro,394.78,3,Neutral,4,4,2,2,4,4,1,30,USA,True,Flipkart
Xiaomi,Redmi Note 13,611.01,4,Positive,1,4,3,3,3,5,1,26,India,True,BestBuy
OnePlus,OnePlus Nord 3,665.29,5,Positive,3,4,4,3,4,5,1,28,UK,True,Amazon
Realme,Realme 12 Pro,334.27,3,Neutral,3,3,1,1,1,0,0,36,India,True,Flipkart
Apple,iPhone SE,1342.44,4,Positive,4,3,3,3,5,7,1,32,Canada,True,eBay
Apple,iPhone 14,1351.76,3,Neutral,3,3,4,5,5,3,1,42,UK,True,Flipkart
Google,Pixel 8,807.61,3,Neutral,2,2,4,2,1,1,0,18,USA,True,eBay
Motorola,Moto G Power,738.02,5,Positive,3,4,5,5,3,6,1,41,Brazil,True,Flipkart
Google,Pixel 8,656.32,2,Negative,1,1,3,1,2,2,0,29,UAE,True,AliExpress
Realme,Realme 12 Pro,253.07,3,Neutral,2,5,4,4,5,8,1,42,Australia,True,Flipkart
Apple,iPhone SE,960.78,5,Positive,5,5,5,5,5,6,1,23,Brazil,True,eBay
Xiaomi,Mi 13 Pro,660.0,5,Positive,5,5,4,4,5,3,1,41,Australia,True,AliExpress
Google,Pixel 6,779.27,5,Positive,5,4,4,4,4,9,1,18,Brazil,True,eBay
Xiaomi,Redmi Note 13,226.76,4,Positive,2,2,3,3,3,2,1,38,Brazil,True,BestBuy
Samsung,Galaxy Note 20,433.85,3,Positive,3,3,1,2,2,0,0,18,USA,False,store
OnePlus,OnePlus 11R,583.12,3,Positive,3,4,3,3,3,3,1,33,Germany,True,eBay
Samsung,Galaxy S24,844.88,3,Positive,3,3,2,2,1,6,1,25,USA,True,Amazon
Google,Pixel 6,603.42,3,Positive,2,3,2,2,4,2,1,37,Brazil,False,Amazon
Apple,iPhone 13,886.92,1,Negative,1,1,1,2,1,2,0,25,Germany,True,eBay
Samsung,Galaxy Note 20,1157.67,3,Positive,3,3,5,2,2,4,1,18,Brazil,True,Flipkart
OnePlus,OnePlus Nord 3,918.41,3,Neutral,2,3,2,4,3,1,0,22,UK,True,Amazon
Motorola,Edge 50,562.3,2,Neutral,3,1,3,2,1,1,0,21,Australia,False,AliExpress
Realme,Realme 12 Pro,314.42,1,Negative,1,1,1,1,1,1,0,29,India,True,AliExpress
Xiaomi,Mi 13 Pro,403.09,5,Positive,4,3,5,5,4,4,1,35,UK,False,Amazon
Google,Pixel 7a,1076.16,5,Positive,5,4,2,3,3,2,1,18,USA,False,Amazon
OnePlus,OnePlus 12,745.27,3,Positive,3,3,1,2,2,1,0,24,India,False,AliExpress
Motorola,Edge 50,589.63,4,Positive,4,2,4,5,5,1,1,27,Germany,True,Flipkart
Motorola,Edge 50,575.22,5,Positive,4,2,5,5,3,4,1,33,USA,False,Amazon
Xiaomi,Mi 13 Pro,532.11,3,Positive,3,3,3,3,3,6,1,36,UAE,False,BestBuy
Samsung,Galaxy Note 20,425.6,3,Positive,2,1,3,1,2,4,0,27,Brazil,True,eBay
Apple,iPhone 15 Pro,1154.24,1,Negative,3,1,1,1,1,2,0,23,Canada,True,Amazon
Google,Pixel 8,987.21,4,Positive,4,4,3,4,4,4,1,33,Australia,True,Amazon
Apple,iPhone SE,1121.23,3,Neutral,4,4,4,2,4,9,1,23,India,True,eBay
OnePlus,OnePlus Nord 3,703.44,4,Positive,4,2,5,4,3,3,1,27,Australia,True,eBay
Xiaomi,Poco X6,500.14,3,Neutral,3,2,4,3,4,7,1,18,India,False,Amazon
Xiaomi,Poco X6,371.91,3,Positive,3,3,3,2,3,4,1,18,Germany,True,Flipkart
OnePlus,OnePlus Nord 3,793.11,3,Neutral,2,2,1,3,2,4,0,18,India,True,Amazon
Samsung,Galaxy S24,873.18,5,Positive,3,4,4,3,5,3,1,39,Brazil,True,BestBuy
Realme,Realme Narzo 70,207.82,3,Neutral,3,2,1,1,2,1,0,18,India,True,Amazon
Xiaomi,Poco X6,304.98,5,Positive,4,2,5,3,5,4,1,29,UK,True,eBay
Apple,iPhone 13,1461.29,2,Neutral,1,1,1,2,1,1,0,36,UK,True,AliExpress
Realme,Realme Narzo 70,439.48,3,Neutral,2,2,3,1,2,0,0,38,India,True,Amazon
Samsung,Galaxy A55,1218.75,4,Positive,3,3,4,4,3,1,1,18,Germany,False,BestBuy
Apple,iPhone 13,1048.08,4,Positive,3,2,4,3,3,4,1,26,UK,False,Amazon
Realme,Realme Narzo 70,483.48,4,Positive,4,4,1,2,3,3,1,21,India,True,Amazon
Apple,iPhone 13,1025.08,1,Negative,1,1,1,1,1,0,0,25,Canada,True,eBay
Samsung,Galaxy A55,573.42,3,Neutral,2,3,1,3,2,1,0,30,Germany,False,AliExpress
Google,Pixel 7a,746.63,3,Neutral,4,2,3,4,4,6,1,21,UAE,True,eBay
Motorola,Moto G Power,542.92,1,Negative,1,1,1,1,1,2,0,31,Canada,True,BestBuy
OnePlus,OnePlus 11R,450.49,4,Positive,3,3,3,4,3,3,1,35,Canada,False,BestBuy
Motorola,Edge 50,694.88,4,Positive,2,4,2,3,2,5,1,42,Germany,False,AliExpress
OnePlus,OnePlus Nord 3,632.54,4,Positive,3,4,4,3,4,5,1,19,Germany,True,Flipkart
Google,Pixel 8,692.34,2,Neutral,3,2,3,1,2,1,0,33,Canada,True,BestBuy
Xiaomi,Poco X6,415.55,5,Positive,5,4,4,5,5,3,1,28,USA,True,BestBuy
OnePlus,OnePlus 11R,420.61,4,Neutral,5,4,4,4,4,1,1,25,USA,True,AliExpress
Google,Pixel 8,681.8,2,Positive,1,1,2,1,2,2,0,39,UK,True,Flipkart
Xiaomi,Redmi Note 13,353.92,2,Negative,2,1,2,2,2,1,0,35,UK,False,BestBuy
OnePlus,OnePlus Nord 3,861.64,1,Negative,2,1,2,2,1,2,0,44,India,True,eBay
Apple,iPhone SE,1420.45,3,Positive,3,2,2,2,1,9,1,36,UAE,True,Flipkart
Apple,iPhone 13,922.02,2,Neutral,1,2,2,3,2,3,0,22,Australia,True,Amazon
Samsung,Galaxy S24,524.23,2,Negative,1,1,1,1,1,5,0,41,Brazil,True,Flipkart
Apple,iPhone 14,850.44,2,Positive,2,2,1,1,2,1,0,36,Canada,True,Amazon
Motorola,Razr 40,580.38,5,Positive,4,4,4,5,5,5,1,29,Canada,True,BestBuy
Realme,Realme 12 Pro,369.33,5,Positive,4,4,5,5,5,6,1,27,Canada,True,Amazon
OnePlus,OnePlus Nord 3,988.21,4,Positive,3,4,3,3,3,2,1,38,Canada,True,Amazon
Google,Pixel 7a,694.47,3,Positive,4,3,4,2,4,4,1,47,UK,True,AliExpress
OnePlus,OnePlus 11R,572.18,5,Positive,4,5,5,5,3,0,1,37,UAE,True,eBay
Xiaomi,Mi 13 Pro,232.63,4,Positive,5,4,5,3,2,5,1,30,Germany,False,BestBuy
Xiaomi,Poco X6,288.11,3,Positive,2,3,3,2,3,9,1,39,UK,False,Flipkart
Motorola,Edge 50,444.24,3,Neutral,1,2,1,1,1,3,0,30,UAE,True,eBay
Xiaomi,Mi 13 Pro,238.33,3,Neutral,3,2,3,2,3,2,0,37,Australia,False,Amazon
Apple,iPhone 14,1492.44,4,Positive,3,4,4,3,4,5,1,34,UK,False,eBay
Apple,iPhone 15 Pro,1234.75,3,Neutral,2,3,4,2,3,0,0,39,UAE,True,eBay
OnePlus,OnePlus 11R,572.12,2,Negative,1,2,2,1,3,1,0,38,USA,True,Amazon
Google,Pixel 8,981.21,1,Negative,1,1,1,1,1,1,0,44,UK,True,BestBuy
Xiaomi,Mi 13 Pro,648.05,4,Positive,4,2,1,3,3,6,1,22,Germany,True,Flipkart
OnePlus,OnePlus 12,850.01,4,Positive,3,3,3,5,2,4,1,18,UAE,True,Flipkart
OnePlus,OnePlus 11R,584.5,1,Negative,1,2,3,2,1,2,0,32,Brazil,False,Amazon
Xiaomi,Mi 13 Pro,396.57,2,Negative,3,3,3,1,1,2,0,23,Germany,True,Amazon
Google,Pixel 6,1093.24,1,Negative,1,1,1,1,1,1,0,34,Canada,True,Flipkart
Xiaomi,Mi 13 Pro,294.36,1,Neutral,1,1,1,1,1,2,0,41,India,True,Flipkart
Motorola,Edge 50,209.77,5,Positive,5,4,5,5,3,5,1,30,Canada,False,Amazon
Xiaomi,Poco X6,658.41,3,Positive,3,4,3,3,4,3,1,55,Canada,False,store
Apple,iPhone 14,1141.26,2,Negative,1,1,1,2,2,4,0,39,UAE,True,BestBuy
Samsung,Galaxy Z Flip,807.24,4,Positive,3,4,3,5,3,4,1,24,Germany,True,Flipkart
Realme,Realme Narzo 70,427.23,3,Neutral,5,4,5,3,5,5,1,24,UAE,True,Flipkart
Apple,iPhone 15 Pro,1210.88,5,Positive,5,4,4,3,4,4,1,19,Brazil,True,Amazon
Samsung,Galaxy A55,1099.86,5,Positive,4,5,4,5,4,5,1,18,Canada,True,Flipkart
Apple,iPhone 13,1394.33,4,Positive,4,2,5,2,4,0,1,27,India,True,BestBuy
Google,Pixel 7a,1054.3,3,Positive,3,4,5,1,3,3,1,23,UAE,False,Amazon
Motorola,Razr 40,616.42,4,Positive,5,4,2,2,4,4,1,36,UAE,True,Amazon
Google,Pixel 8,850.69,3,Positive,4,2,4,1,1,7,1,41,Brazil,True,Flipkart
Realme,Realme 12 Pro,524.93,4,Positive,2,2,3,4,5,4,1,48,UAE,False,eBay
OnePlus,OnePlus Nord 3,711.04,5,Positive,4,5,4,5,5,4,1,48,UAE,True,Flipkart
Apple,iPhone 14,732.81,3,Positive,2,2,2,3,2,8,1,43,Canada,False,AliExpress
Motorola,Edge 50,375.27,5,Positive,4,5,3,4,5,3,1,40,Germany,True,eBay
Google,Pixel 7a,971.99,4,Positive,3,3,4,4,5,7,1,36,Australia,True,Amazon
Google,Pixel 6,766.17,5,Positive,3,5,3,4,4,7,1,34,Australia,True,eBay
Realme,Realme 12 Pro,410.0,4,Positive,2,3,3,3,4,1,1,37,Brazil,False,Flipkart
Apple,iPhone 14,1485.13,4,Positive,2,3,3,3,4,9,1,38,Australia,True,Amazon
Google,Pixel 6,1017.29,2,Neutral,2,3,1,2,1,6,0,20,India,True,BestBuy
Samsung,Galaxy S24,600.34,1,Negative,1,1,1,2,2,2,0,26,UAE,True,eBay
Realme,Realme 12 Pro,570.44,3,Neutral,2,5,4,2,3,4,1,45,Australia,True,AliExpress
Motorola,Razr 40,461.59,2,Negative,1,2,2,1,1,0,0,18,Brazil,True,Flipkart
Realme,Realme Narzo 70,306.25,3,Positive,3,3,4,4,3,5,1,34,India,True,store
OnePlus,OnePlus Nord 3,436.33,3,Neutral,3,5,5,5,3,6,1,36,Germany,True,BestBuy
Google,Pixel 6,617.45,4,Neutral,3,1,1,3,3,1,0,28,UAE,True,Amazon
Samsung,Galaxy A55,1178.99,1,Negative,3,1,1,1,2,1,0,47,Australia,True,Amazon
OnePlus,OnePlus 11R,708.85,2,Neutral,1,2,1,1,1,4,0,33,India,True,Amazon
Google,Pixel 7a,821.52,4,Positive,1,5,3,3,4,8,1,18,USA,True,AliExpress
Realme,Realme Narzo 70,193.45,5,Positive,5,4,4,4,3,5,1,32,UAE,True,BestBuy
Google,Pixel 7a,660.0,3,Positive,3,1,3,4,3,6,1,20,UAE,True,AliExpress
